#separator:tab
#html:true
#notetype:Basic
#deck:Databricks Learner
#columns:Front	Back	Tags
#tags column:3
A data engineer uses Auto Loader to ingest JSON files from cloud storage into a Unity Catalog Delta table. New source files sometimes contain additional columns not seen before. Which configuration correctly enables automatic schema evolution?<br><br><b>A.</b> .option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;none&#x27;).option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)<br><b>B.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;).option(&#x27;cloudFiles.schemaEvolutionMode&#x27;, &#x27;addNewColumns&#x27;)<br><b>C.</b> .option(&#x27;cloudFiles.inferSchema&#x27;, &#x27;true&#x27;).option(&#x27;cloudFiles.schemaEvolution&#x27;, &#x27;true&#x27;)<br><b>D.</b> .option(&#x27;cloudFiles.schemaLocation&#x27;, &#x27;/mnt/schema&#x27;)	<b>Answer: B</b><br><br>Auto Loader requires &#x27;cloudFiles.schemaLocation&#x27; (to persist the inferred schema) AND &#x27;cloudFiles.schemaEvolutionMode&#x27; set to &#x27;addNewColumns&#x27; to automatically merge new columns from incoming files. Option A disables evolution. Option C uses non-existent options. Option D stores the schema but does not configure evolution behaviour.	topic::Data_Ingestion_and_Loading subtopic::Auto_Loader source::sample
A data engineer needs to provide access to a group named manufacturing-team. The team needs privileges to create tables in the quality schema.<br>Which set of SQL commands will grant a group named manufacturing-team to create tables in a schema named production with the parent catalog named manufacturing with the least privileges?<br><br><b>A.</b> GRANT CREATE TABLE ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT USE SCHEMA ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT USE CATALOG ON CATALOG manufacturing TO manufacturing-team;<br><b>B.</b> GRANT USE TABLE ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT USE SCHEMA ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT USE CATALOG ON CATALOG manufacturing TO manufacturing-team;<br><b>C.</b> GRANT CREATE TABLE ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT CREATE SCHEMA ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT CREATE CATALOG ON CATALOG manufacturing TO manufacturing-team;<br><b>D.</b> GRANT CREATE TABLE ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT CREATE SCHEMA ON SCHEMA manufacturing.quality TO manufacturing-team; GRANT USE CATALOG ON CATALOG manufacturing TO manufacturing-team;	<b>Answer: A</b><br><br>A. To create tables in a Unity Catalog schema with least privilege you need exactly: `USE CATALOG` on the parent catalog, `USE SCHEMA` on the schema, and `CREATE TABLE` on the schema — which is what A grants. B uses `USE TABLE`, which is not a valid Unity Catalog privilege. C and D add `CREATE SCHEMA` (only needed to create new schemas, not new tables); C additionally grants `CREATE CATALOG`, which is far over-privileged. (Note: the question text mentions schema `quality` in the prompt and `production` in the stem — all the answer options actually use `manufacturing.quality`, so the stem typo doesn&#x27;t change the correct choice.)	topic::Governance_and_Security subtopic::Access_controls_GRANT_REVOKE_DENY source::examtopics
A data engineer is inspecting an ETL pipeline based on a Pyspark job that consistently encounters performance bottlenecks. Based on developer feedback, the data engineer assumes the job is low on compute resources. To pinpoint the issue, the data engineer observes the Spark UI and finds out the job has a high CPU time vs Task time.<br>Which course of action should the data engineer take?<br><br><b>A.</b> High CPU time vs Task time means an under-utilized cluster. The data engineer may need to repartition data to spread the jobs more evenly throughout the cluster.<br><b>B.</b> High CPU time vs Task time means efficient use of cluster and no change needed<br><b>C.</b> High CPU time vs Task time means a CPU over-utilized job. The data engineer may need to consider executor and core tuning or resizing the cluster<br><b>D.</b> High CPU time vs Task time means over-utilized memory and the need to increase parallelism	<b>Answer: C</b><br><br>C. In Spark UI, **CPU time &gt; task time** means the executor&#x27;s CPUs are pegged but the task barely makes progress — i.e. CPU-bound, *over-utilised* — so you need more compute (bigger cluster, more cores per executor, or executor tuning). A inverts the diagnosis (high CPU time isn&#x27;t &quot;underutilised&quot;). B is wrong — high CPU/task ratio is a bottleneck, not efficiency. D talks about memory and parallelism, neither of which is the direct symptom here. [Community vote] (no community votes captured.)	topic::Data_Transformation_and_Modeling subtopic::Data_cleaning_with_PySpark_SQL source::examtopics
A data engineer needs to parse only png files in a directory that contains files with different suffixes.<br>Which code should the data engineer use to achieve this task?<br><br><b>A.</b> df = spark.readStream.format(&quot;cloudFiles&quot;) \ .option(&quot;cloudFiles.format&quot;, &quot;binaryFile&quot;) \ .append(&quot;/*.png&quot;)<br><b>B.</b> df = spark.readstream. format(&quot;cloudFiles&quot;) \ .option(&quot;cloudFiles.format&quot;, &quot;binaryFile&quot;) \ .option(&quot;pathGlobfilter&quot;, &quot;*.png&quot;) \ .load( ) <br><b>C.</b> df = spark.readStream.format(&quot;cloudFiles&quot;) \ .option(&quot;cloudFiles.format&quot;, &quot;binaryFile&quot;) \ .option(&quot;pathGlobfilter&quot;, &quot;*.png&quot;) \ .append()<br><b>D.</b> df = spark.readstream.format(&quot;cloudFiles&quot;) \ .option(&quot;cloudFiles.format&quot;, &quot;binaryFile&quot;) \ .load(&quot;/*.png&quot;)	<b>Answer: B</b><br><br>B. Auto Loader for binary files uses `.option(&quot;pathGlobfilter&quot;, &quot;*.png&quot;)` to filter on extension and `.load()` (no path argument needed, or just the base directory). A and C use a fictitious `.append()` method. D omits the pathGlobfilter, falling back to interpreting the glob as a path, which won&#x27;t reliably match the directory contents the same way. [Community vote] B: 5, D: 1.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A Data Engineer is designing Bronze layer in Databricks Medallion Architecture. The raw data is collected from multiple sources (Clickstream in JSON, Transactions in CSV).<br>The task is to design the Bronze layer of the Medallion Architecture to ingest and store this raw data for further processing.<br>Which operation applies to the Bronze layer?<br><br><b>A.</b> Ingest raw data without transformations, preserving original schemas, and store in Delta format.<br><b>B.</b> Clean and standardize raw data by removing null values and enforcing schemas.<br><b>C.</b> Apply complex business logic to enrich raw data with customer segmentation labels.<br><b>D.</b> Aggregate and transform source data to calculate daily sales performance metrics.	<b>Answer: A</b><br><br>A. The **Bronze** layer in medallion captures raw data with original schema preserved, persisted in Delta for ACID guarantees but **without transformations**. B (cleaning) is a Silver concern. C (business logic / enrichment) is Gold (or upper Silver). D (aggregations) is Gold. [Community vote] (no community votes captured.)	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
What is the primary function of the Silver layer in the Databricks medallion architecture?<br><br><b>A.</b> Store historical data solely for auditing purposes<br><b>B.</b> Aggregate and enrich data for business analytics<br><b>C.</b> Validate, clean, and deduplicate data for further processing<br><b>D.</b> Ingest raw data in its original state	<b>Answer: C</b><br><br>C. The **Silver** layer&#x27;s job is to **validate, clean, and deduplicate** raw Bronze data into conformed, query-ready row-level tables. A (audit-only) is not the layer&#x27;s purpose. B (aggregate/enrich) describes Gold. D (raw ingest) describes Bronze. [Community vote] (no community votes captured.)	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer needs to combine sales data from an on-premises PostgreSQL database with customer data in Azure Synapse for a comprehensive report. The goal is to avoid data duplication and ensure up-to-date information.<br>How should the data engineer achieve this using Databricks?<br><br><b>A.</b> Export data from both sources to CSV files and upload them to Databricks<br><b>B.</b> Use Lakehouse Federation to query both data sources directly<br><b>C.</b> Manually synchronize data from both sources into a single database<br><b>D.</b> Develop custom ETL pipelines to ingest data into Databricks	<b>Answer: B</b><br><br>B. **Lakehouse Federation** lets you register the on-prem Postgres and Azure Synapse as foreign catalogs in Unity Catalog and query both in place — no copies, always up-to-date. A (CSV export) breaks freshness and is one-shot. C (manual sync) is laborious and error-prone. D (custom ETL) duplicates data, exactly what the scenario wants to avoid. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is working in a Python notebook on Databricks to process data, but notices that the output is not as expected. The data engineer wants to investigate the issue by stepping through the code and checking the values of certain variables during execution.<br>Which tool should the data engineer use to inspect the code execution and variables in real-time?<br><br><b>A.</b> Cluster Logs<br><b>B.</b> Job Execution Dashboard<br><b>C.</b> Python Notebook Interactive Debugger<br><b>D.</b> SQL Analytics	<b>Answer: C</b><br><br>C. The **Python Notebook Interactive Debugger** lets you set breakpoints, step through code, and inspect variable values live during execution — perfect for the described scenario. A (cluster logs) is post-hoc. B (job dashboard) is for orchestration, not variable inspection. D (SQL Analytics) is a query product, not a debugger. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer has inherited a Databricks pipeline from a previous team. The pipeline is missing its SLAs, and an initial investigation has identified memory spills in Spark. These increased runtimes are also driving up costs. The data engineer needs to reduce the runtime without significantly increasing costs.<br>What should the data engineer do first to address this issue?<br><br><b>A.</b> Tweak the &quot;spark.sql.shuffle.partitions&quot; configuration.<br><b>B.</b> Enable autoscaling in the cluster to match the requirements<br><b>C.</b> Use a photon enabled execution engine.<br><b>D.</b> Ensure the cluster uses memory optimized node types.	<b>Answer: A</b><br><br>A. The symptom is **memory spills** during shuffles — the canonical first fix is to tune `spark.sql.shuffle.partitions` (default 200 is often too low for big jobs, causing each partition to be too large for executor memory). B (autoscaling) won&#x27;t fix per-partition size. C (Photon) helps compute speed but doesn&#x27;t fix shuffle partition sizing. D (memory-optimised nodes) increases cost, not the cheapest first move. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is facing performance bottlenecks in an e-commerce transactions Delta table. The table is a managed Unity Catalog table, and it uses partitioning and Z-ordering in its data layout scheme. The predictive optimization for Unity Catalog tables is also enabled. The table has a frequently changing query filter, and the data engineer does not observe a benefit of the Data Layout or the Predictive Optimization.<br>How should the data engineer fix the data layout bottlenecks?<br><br><b>A.</b> Re-write the Data Layout with Liquid Clustering and cluster by the Z-Ordered columns.<br><b>B.</b> Enable Delta Caching so that query results can be read through caches.<br><b>C.</b> Tweak the Z-Order columns and run OPTIMIZE manually.<br><b>D.</b> Switch the Data layout from Partition+Z-Ordering to Automatic Liquid Clustering. 	<b>Answer: D</b><br><br>D. **Liquid Clustering** is designed for changing query patterns: clustering keys can be modified later without rewriting the whole table, unlike static partitioning + Z-order. Switching the layout from partition+Z-order to Liquid Clustering fixes the &quot;frequently changing filter&quot; problem. A keeps Z-order alongside Liquid Clustering (mixing layouts isn&#x27;t recommended; Liquid replaces them). B (Delta caching) accelerates re-reads but doesn&#x27;t fix data layout. C (re-tuning Z-order) is just more of what&#x27;s already failing. [Community vote] D: 1.	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
A data engineer needs to optimize the data layout and query performance for an e-commerce transactions Delta table. The table is partitioned by &quot;purchase_date&quot; a date column which helps with time-based queries but does not optimize searches on user statistics &quot;customer_id&quot;, a high-cardinality column.<br>The table is usually queried with filters on &quot;customer_id&quot; within specific date ranges, but since this data is spread across multiple files in each partition, it results in full partition scans and increased runtime and costs.<br>How should the data engineer optimize the Data Layout for efficient reads?<br><br><b>A.</b> Alter table implementing liquid clustering on &quot;customer_id&quot; while keeping the existing partitioning. <br><b>B.</b> Alter the table implementing liquid clustering by &quot;customer_id&quot; and &quot;purchase_date&quot;.<br><b>C.</b> Alter the table to partition by &quot;customer_id&quot;.<br><b>D.</b> Enable delta caching on the cluster so that frequent reads are cached for performance.	<b>Answer: B</b><br><br>B. Cluster the table by **both** `customer_id` (the high-cardinality filter) and `purchase_date` (the time dimension still used in range filters). Liquid Clustering co-locates data along multiple keys, so queries on either filter benefit. A keeps partition+liquid clustering mixed, which Databricks recommends against (use one layout strategy). C (partition by high-cardinality customer_id) is a classic anti-pattern — it generates millions of tiny partitions. D (Delta caching) only helps re-reads of the same files, not first reads. [Community vote] B: 1, A: 1.	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
What is the structure of an Asset Bundle?<br><br><b>A.</b> A Docker image containing runtime environments and the source code of the assets<br><b>B.</b> A compressed archive (ZIP) that solely contains workspace assets without any accompanying metadata<br><b>C.</b> A single plain text file enumerating the names of assets to be migrated to a new workspace<br><b>D.</b> A YAML configuration file that specifies the artifacts, resources, and configurations for the project	<b>Answer: D</b><br><br>D. A Databricks Asset Bundle is built around a **YAML configuration file** (`databricks.yml`) that declares artifacts, resources (jobs, pipelines, models), targets (dev/prod), and workspace settings. A (Docker image) is wrong — bundles aren&#x27;t Docker artifacts. B (plain ZIP) ignores the required config. C (text list of names) isn&#x27;t the format. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is maintaining an ETL pipeline code with a GitHub repository linked to their Databricks account. The data engineer wants to deploy the ETL pipeline to production as a databricks workflow.<br>Which approach should the data engineer use?<br><br><b>A.</b> Databricks Asset Bundles (DAB) + GitHub Integration<br><b>B.</b> Maintain workflow_config.json and deploy it using Databricks CLI<br><b>C.</b> Maintain workflow_config.json and deploy it using Terraform<br><b>D.</b> Manually create and manage the workflow in UI	<b>Answer: A</b><br><br>A. **Databricks Asset Bundles + GitHub integration** is the recommended path: the bundle is version-controlled in GitHub and a CI workflow runs `databricks bundle deploy` per environment. B (hand-rolled `workflow_config.json` + CLI) is not a standard format. C (Terraform) is possible but heavier — DABs are the first-class Databricks way. D (manual UI) defies version control. [Community vote] (no community votes captured.)	topic::Working_with_Lakeflow_Jobs subtopic::Task_configuration_and_dependencies source::examtopics
A data engineer works for an organization that must meet a stringent Service Level Agreement (SLA) that demands minimal runtime errors and high availability for its data processing pipelines. The data engineer wants to avoid the operational overhead of managing and tuning clusters.<br>Which architectural solution will meet the requirements?<br><br><b>A.</b> Use an auto-scaling cluster configured and monitored by the user.<br><b>B.</b> Implement a hybrid approach with scheduled batch jobs on custom cloud VMs.<br><b>C.</b> Deploy a dedicated, manually managed cluster optimized by in-house IT staff.<br><b>D.</b> Utilize Databricks serverless compute that automatically optimizes resources and abstracts cluster management.	<b>Answer: D</b><br><br>D. Databricks serverless compute fully abstracts cluster management, auto-scales, auto-applies Photon, and handles runtime upgrades — directly meeting &quot;minimal runtime errors&quot; and &quot;no cluster management overhead.&quot; A still requires the user to configure and monitor the cluster. B and C explicitly add operational overhead (custom VMs, manual tuning), which is what the question rules out.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer wants to reduce costs and optimize cloud spending. The data engineer has decided to use Databricks Serverless for lowering cloud costs while maintaining existing SLAs.<br>What is the first step in migrating to Databricks Serverless?<br><br><b>A.</b> Legacy Ingestion pipelines that include ingestion from sources API’s, files, JDBC/ODBC connections<br><b>B.</b> A frequently running and efficient Python-based data transformation pipeline compatible with the latest Databricks runtime and Unity Catalog<br><b>C.</b> A frequently running and efficient Scala-based data transformation pipeline compatible with the latest Databricks runtime and Unity Catalog<br><b>D.</b> Low frequency BI Dashboarding and Adhoc SQL Analytics	<b>Answer: B</b><br><br>B. A **frequently running, efficient Python pipeline already compatible with the latest runtime and UC** is the lowest-risk first migration — it&#x27;s the natural fit for serverless: short-burst, frequent runs benefit most from instant scaling and per-second billing. A (legacy ingestion with JDBC/ODBC) has connectivity and library constraints on serverless. C (Scala) is not supported on serverless compute (Python/SQL only). D (low-frequency BI) might use SQL Warehouse Serverless but isn&#x27;t a typical migration target for a Python pipeline scenario. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Delta_Lake source::examtopics
A data engineering project involves processing large batches of data on a daily schedule using ETL. The jobs are resource-intensive and vary in size, requiring a scalable, cost-efficient compute solution that can automatically scale based on the workload.<br>Which compute approach will satisfy the needs described?<br><br><b>A.</b> Job Cluster<br><b>B.</b> Dedicated Cluster<br><b>C.</b> All-Purpose Cluster<br><b>D.</b> Databricks SQL Serverless	<b>Answer: A</b><br><br>A. A **Job Cluster** is the cost-efficient default for scheduled batch ETL: it spins up at job start, scales with autoscaling, and terminates at job end (no idle billing). B (&quot;dedicated cluster&quot;) isn&#x27;t a standard Databricks term and implies always-on. C (all-purpose) is more expensive and intended for interactive use. D (SQL Serverless) is for SQL workloads, not Python/Scala ETL. [Community vote] (no community votes captured.)	topic::Working_with_Lakeflow_Jobs subtopic::Task_configuration_and_dependencies source::examtopics
A data engineer is configuring Delta Sharing for a multi-team project where teams from different departments will need to access shared data. The data engineer has successfully created a Unity Catalog metastore and is now setting up the Delta Share. The goal is to ensure that internal teams can access the shared data with full permissions, while external partners can only read the data.<br>Which action should the Data Engineer take to configure the sharing correctly?<br><br><b>A.</b> Create a Delta Share, set up a secure access URL for internal teams and external partners, and distribute the URL to provide them access to the shared data.<br><b>B.</b> Create a Delta Share, add the internal team&#x27;s tables and views, and assign READ/WRITE permissions to both external partners and internal teams.<br><b>C.</b> Assign READ permissions to external partners through the Delta Share and READ/WRITE permissions to internal teams, and ensure the correct tables and views are shared.<br><b>D.</b> Grant READ permissions to external partners and READ/WRITE permissions to internal teams through the Delta Share.	<b>Answer: C</b><br><br>C. In Delta Sharing you create a Share, add the tables/views, and then assign the appropriate privileges per recipient — **READ** for external partners (Delta Sharing only supports read-only sharing) and **READ/WRITE** for internal teams (typically by granting them access at the Unity Catalog level on the source tables, not via the share). A (single URL for all) ignores per-recipient permissions. B and D wrongly imply Delta Sharing can grant WRITE to external recipients — it cannot. [Community vote] (no community votes captured.)	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
A data engineer manages multiple external tables linked to various data sources. The data engineer wants to manage these external tables efficiently and ensure that only the necessary permissions are granted to users for accessing specific external tables.<br>How should the data engineer manage access to these external tables?<br><br><b>A.</b> Set up Azure Blob Storage permissions at the container level, allowing access to all external tables.<br><b>B.</b> Create a single user role with full access to all external tables and assign it to all users.<br><b>C.</b> Grant permissions on the Databricks workspace level, which will automatically apply to all external tables.<br><b>D.</b> Use Unity Catalog to manage access controls and permissions for each external table individually.	<b>Answer: D</b><br><br>D. Unity Catalog provides fine-grained, per-table access control (GRANT/REVOKE on individual external tables, plus least-privilege via USE CATALOG / USE SCHEMA) and works uniformly across managed and external tables. A grants access at the storage container level — far too coarse, and bypasses Databricks governance. B violates least privilege. C is wrong: workspace-level membership does not automatically grant permissions on UC securables.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
An organization plans to share a large dataset stored in a Databricks workspace on AWS with a partner organization whose Databricks workspace is hosted on Azure. The data engineer wants to minimize data transfer costs while ensuring secure and efficient data sharing.<br>Which strategy will reduce data egress costs associated with cross-cloud data sharing?<br><br><b>A.</b> Migrating the dataset to Cloudflare R2 object storage before sharing<br><b>B.</b> Configure VPN connection between AWS and Azure for faster data sharing<br><b>C.</b> Using Delta Sharing without any additional configurations<br><b>D.</b> Sharing data via pre-signed URLs without monitoring egress costs	<b>Answer: C</b><br><br>C (stated). Delta Sharing is Databricks&#x27; open protocol for sharing tables across clouds and organizations; using it avoids the need to copy data, which is the most common driver of egress charges. B (VPN) doesn&#x27;t change egress pricing — cross-cloud bytes still cost the same. D (pre-signed URLs without monitoring) explicitly ignores the cost question. A (Cloudflare R2) would also reduce egress (R2 has zero egress fees) but it requires migrating the dataset off Databricks&#x27; managed storage, which is a bigger architectural change than the question implies.<br><br>[Community note / disagreement flag] **The stated answer is questionable.** Vanilla Delta Sharing does not, on its own, eliminate cross-cloud egress — when the Azure partner reads from S3, AWS still bills egress. To truly minimize egress, Databricks recommends backing Delta Sharing with **Cloudflare R2** (zero egress) — which is option A. The single community vote on this question went to A for that reason. If the exam is testing the literal &quot;egress reduction&quot; mechanic, A is arguably more correct; if it&#x27;s testing &quot;which sharing approach should you use,&quot; C is the expected answer. Worth verifying against current Databricks documentation.	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is setting up access control in Unity Catalog and needs to ensure that a group of data analysts can query tables but not modify data.<br>Which permission should the data engineer grant to the data analysts?<br><br><b>A.</b> ALL PRIVILEGES<br><b>B.</b> MODIFY<br><b>C.</b> SELECT<br><b>D.</b> INSERT	<b>Answer: C</b><br><br>C. **SELECT** is the privilege for read-only querying — exactly the analyst scenario. A (ALL PRIVILEGES) includes modify rights. B (MODIFY) allows updates/deletes. D (INSERT) allows writes. [Community vote] (no community votes captured.)	topic::Governance_and_Security subtopic::Access_controls_GRANT_REVOKE_DENY source::examtopics
What Databricks feature can be used to check the data sources and tables used in a workspace?<br><br><b>A.</b> Use the lineage feature to visualize a graph that highlights where the table is used only in reports.<br><b>B.</b> Use the lineage feature to visualize a graph that highlights where the table is used only in notebooks.<br><b>C.</b> Use the lineage feature to visualize a graph that shows all dependencies, including where the table is used in notebooks, other tables, and reports.<br><b>D.</b> Do not use the lineage feature as it only tracks activity from the last 3 months and will not provide full details on dependencies.	<b>Answer: C</b><br><br>C. Unity Catalog&#x27;s **lineage** view shows a graph of all downstream and upstream dependencies — including notebooks, jobs, queries, dashboards, and other tables — with column-level granularity. A and B understate coverage (only reports, only notebooks). D is wrong on both counts: lineage covers more than the last 3 months for events captured, and it provides full dependency details. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is getting a partner organization up to speed with Databricks account. Both the teams share some business use cases. The data engineer has to share some of your Unity-Catalog managed delta tables and the notebook jobs creating those tables with the partner organization.<br>How can the data engineer seamlessly share the required information?<br><br><b>A.</b> Zip all the code and share via email and allow data ingestion from your data lake<br><b>B.</b> Share required datasets and notebooks via Delta Sharing. Manage permissions via Unity Catalog.<br><b>C.</b> Data and Notebooks can be shared simply using Unity Catalog.<br><b>D.</b> Share access to codebase via Github and allow them to ingest datasets from your Datalake.	<b>Answer: B</b><br><br>B. **Delta Sharing** for the data + UC permissions for governance is the right answer for cross-organisation sharing. A (zip + email) is insecure and ignores governance. C is incomplete — Unity Catalog alone doesn&#x27;t share with another organisation; you need Delta Sharing. D (Github + ingest from your data lake) leaks raw data access and skips governance. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineering team wants to validate a new ingestion pipeline locally while ensuring large aggregations run in serverless compute in their Databricks workspace. They plan to use Databricks Connect and have the option to attach to either a shared cluster or serverless.<br>Which workspace requirement should be confirmed first to avoid connection failures?<br><br><b>A.</b> Verify that the workspace has Unity Catalog disabled and the Databricks Connect version is less than the serverless Runtime version.<br><b>B.</b> Verify that the workspace has Unity Catalog enabled and that the Databricks Connect version supports serverless for the target Runtime release.<br><b>C.</b> Verify that only assigned access mode clusters are used because serverless is not supported by Databricks Connect.<br><b>D.</b> Verify that the local Spark version equals the serverless Spark version to satisfy Spark Connect parity.	<b>Answer: B</b><br><br>B. Databricks Connect for serverless requires (1) **Unity Catalog enabled** on the workspace and (2) a **Databricks Connect client version that matches the serverless Runtime version**. A is wrong on both counts (UC must be enabled, and the client version should *match*, not be less than, the Runtime). C is false — Databricks Connect *does* support serverless. D is overstated; full Spark-version parity isn&#x27;t the requirement — Connect/Runtime compatibility matrix is. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer must deliver a trustworthy customer 360 dataset in Databricks for data scientists and BI teams. The engineer plans to join deduplicated customer records with cleaned transaction data, enforce schema and data quality checks, and create a conformed “customer_transactions” view. Later, highly aggregated, domain-specific tables (for weekly spend and executive summaries) will be produced for dashboards.<br>Where should the engineer build the conformed “customer_transactions” dataset, and where should the aggregated, report-ready tables reside?<br><br><b>A.</b> Build both “customer_transactions” and aggregated, report-ready tables in Silver to keep the model simpler.<br><b>B.</b> Build “customer_transactions” in Bronze and put the aggregated, report-ready tables in Silver.<br><b>C.</b> Build “customer_transactions” in Gold and put the aggregated, report-ready tables in Silver.<br><b>D.</b> Build “customer_transactions” in Silver and put the aggregated, report-ready tables in Gold.	<b>Answer: D</b><br><br>D. The conformed customer_transactions view (joined, cleaned, schema-enforced row-level data) belongs in **Silver**; the highly aggregated, domain-specific report tables belong in **Gold**. A puts both in Silver, breaking the medallion separation. B puts the conformed view in Bronze (wrong — Bronze is raw). C inverts Silver and Gold. [Community vote] (no community votes captured.)	topic::Data_Transformation_and_Modeling subtopic::DataFrame_joins source::examtopics
A data engineer requires rapid iteration on pipelines while maintaining reliable rollbacks after bad ingests, ensuring audit trails for regulatory compliance, and providing consistent access to a single source of truth for both AI and BI workloads.<br>Which strategy should the data engineer apply to meet the needs?<br><br><b>A.</b> Delta Lake ACID transactions and time travel, governed by Unity Catalog for consistent access and lineage.<br><b>B.</b> DBFS CSV storage with manual file versioning and nightly copies for rollback.<br><b>C.</b> Ephemeral in-memory DataFrames for audit trails and BI distribution.<br><b>D.</b> Cloud objects storage only, with ad hoc SQL queries for recovery and governance.	<b>Answer: A</b><br><br>A. **Delta Lake&#x27;s ACID + time travel** gives reliable rollback, schema enforcement, and audit history; **Unity Catalog** layers governance, access control, and lineage on top. The combo covers every requirement in the scenario. B (CSV + manual versioning) loses ACID. C (in-memory DataFrames) has no persistence/audit trail. D (raw cloud storage + ad-hoc SQL) lacks ACID, governance, and audit. [Community vote] (no community votes captured.)	topic::Databricks_Intelligence_Platform subtopic::Core_components_and_architecture source::examtopics
A data engineer is setting up a new Databricks pipeline that ingests clickstream events from Kafka and daily product catalogs from cloud object storage. To ensure auditability and easy reprocessing, the engineer wants to land all source data. Later stages will handle cleaning, deduplication, and business modeling before the data is used in dashboards.<br>Which approach aligns to Medallion Architecture principles?<br><br><b>A.</b> Land both sources in Gold with denormalized star schemas to optimize BI while retaining full source fidelity.<br><b>B.</b> Land streaming events from Kafka in silver, and the product catalog directly in Gold to minimize layers for batch data.<br><b>C.</b> Land both sources in the Bronze layer append-only with minimal validation, then build Silver/Gold downstream for quality and analytics.<br><b>D.</b> Land both sources directly into the Silver layer with schema enforcement and deduplication to reduce downstream complexity.	<b>Answer: C</b><br><br>C. The medallion principle is to **land all raw data in Bronze append-only** and do cleaning/business logic in Silver/Gold — that preserves source fidelity and supports reprocessing. A puts raw data in Gold, defeating layer separation. B splits sources arbitrarily across layers. D skips Bronze entirely (no raw retention, can&#x27;t reprocess). [Community vote] (no community votes captured.)	topic::Data_Transformation_and_Modeling subtopic::Gold_layer_objects source::examtopics
A data engineer is building a PySpark ingestion pipeline in a local IDE and must execute heavy DataFrame transformations on a remote Databricks cluster for scale while stepping through business logic locally. The workspace uses Unity Catalog and a cluster running Databricks Runtime 15.4 LTS. The engineer also plans to register UDFs.<br>What should the data engineer do to avoid runtime issues during development with Databricks Connect?<br><br><b>A.</b> Match the local Python minor version to the cluster’s Python minor version when using UDF’s, and use a Databricks Connect package compatible with the cluster’s Runtime version<br><b>B.</b> Use any local Python version as long as the PySpark minor version matches, because the cluster’s Python version is isolated from the client.<br><b>C.</b> Use serverless, because Databricks Connect does not support assigned or shared clusters.<br><b>D.</b> Disable Unity Catalog on the workspace because it conflicts with remote execution through Databricks Connect.	<b>Answer: A</b><br><br>A. For Databricks Connect to register and run **UDFs**, the client&#x27;s Python minor version must match the cluster&#x27;s; the Connect package version must be compatible with the cluster&#x27;s Runtime version (per the published compatibility matrix). B is wrong — for UDFs, Python minor parity is required (UDF serialisation is Python-version-sensitive). C is wrong — Databricks Connect supports both serverless and standard clusters (with access-mode caveats). D is wrong — UC and Databricks Connect work together fine. [Community vote] (no community votes captured.)	topic::Governance_and_Security subtopic::Managed_vs_external_tables source::examtopics
